Rank order,Type,Frequency
1803,techne,2
1804,pages,2
1805,surviving,2
1806,emptied,2
1807,plutarch,2
1808,tribe,2
1809,thebans,2
1810,re-establishment,2
1811,dreams,2
1812,running,2
1813,define,2
1814,chose,2
1815,harder,2
1816,render,2
1817,endeavor,2
1818,represented,2
1819,dance,2
1820,expected,2
1821,students,2
1822,knack,2
1823,poison,2
1824,fortunate,2
1825,persuade,2
1826,wealthy,2
1827,incomplete,2
1828,imagine,2
1829,cynossema,2
1830,nearly,2
1831,central,2
1832,derived,2
1833,thoughts,2
1834,grew,2
1835,play,2
1836,fac,2
1837,decide,2
1838,pleases,2
1839,issues,2
1840,instruments,2
1841,endured,2
1842,counsel,2
1843,prevail,2
1844,fever,2
1845,enabled,2
1846,gain,2
1847,sentenced,2
1848,occasionally,2
1849,noteworthy,2
1850,indebted,2
1851,constantly,2
1852,presented,2
1853,pharmacology,2
1854,otherwise,2
1855,sung,2
1856,solely,2
1857,exceptions,2
1858,effects,2
1859,pathology,2
1860,unexpected,2
1861,necessarily,2
1862,parallel,2
1863,dialogue,2
1864,platonist,2
1865,al,2
1866,turning,2
1867,prove,2
1868,admire,2
1869,genre,2
1870,scarcely,2
1871,foot,2
1872,keeping,2
1873,perceiving,2
1874,language,2
1875,accomplished,2
1876,rare,2
1877,criticism,2
1878,mainland,2
1879,et,2
1880,intervened,2
1881,manhood,2
1882,frame,2
1883,fatherland,2
1884,divide,2
1885,stallbaum,2
1886,class,2
1887,kept,2
1888,layman,2
1889,rash,2
1890,presents,2
1891,dion,2
1892,divine,2
1893,aurelius's,2
1894,off-hand,2
1895,disputed,2
1896,index,2
1897,disputes,2
1898,hornblower,2
1899,contrast,2
1900,literature,2
1901,sending,2
1902,remembrance,2
1903,slaughtered,2
1904,kingship,2
1905,athenians',2
1906,ergon,2
1907,echein,2
1908,ll,2
1909,ma,2
1910,colonies,2
1911,contest,2
1912,expansion,2
1913,oil,2
1914,heal,2
1915,allows,2
1916,families,2
1917,drew,2
1918,ph,2
1919,easier,2
1920,strategic,2
1921,discipline,2
1922,extremely,2
1923,lysis,2
1924,re,2
1925,cognitive,2
1926,starting,2
1927,device,2
1928,conservative,2
1929,activity,2
1930,compelled,2
1931,aiding,2
1932,decision,2
1933,urine,2
1934,rules,2
1935,revolted,2
1936,invading,2
1937,sees,2
1938,region,2
1939,praises,2
1940,frightened,2
1941,changed,2
1942,libr,2
1943,yoke,2
1944,pure,2
1945,lies,2
1946,teach,2
1947,superior,2
1948,thessaly,2
1949,surrounding,2
1950,procatarcticis,2
1951,fortifications,2
1952,zu,2
1953,puts,2
1954,ended,2
1955,self,2
1956,classicists,2
1957,mathematical,2
1958,sound,2
1959,drug,2
1960,xiv,2
1961,judged,2
1962,line,2
1963,oath,2
1964,wild,2
1965,intend,2
1966,functions,2
1967,recognized,2
1968,constrict,2
1969,evacuate,2
1970,independent,2
1971,combined,2
1972,adopted,2
1973,acceptable,2
1974,imitate,2
1975,possessions,2
1976,amounts,2
1977,peloponnesians,2
1978,fated,2
1979,ingenuity,2
1980,vanquished,2
1981,psychology,2
1982,treasure,2
1983,perform,2
1984,injustice,2
1985,bleeding,2
1986,approach,2
1987,pergameni,2
1988,wage,2
1989,slowly,2
1990,strongly,2
1991,egyptian,2
1992,syncretistic,2
1993,magnificent,2
1994,denser,2
1995,laid,2
1996,consequence,2
1997,discussed,2
1998,members,2
1999,void,2
2000,accumulation,2
2001,kings,2
2002,reconcile,2
2003,fruit,2
2004,sacrifices,2
2005,foremost,2
2006,bardong,2
2007,experience',2
2008,mankind,2
2009,uncover,2
2010,abnormal,2
2011,reality,2
2012,actions,2
2013,sophisticated,2
2014,sanctioned,2
2015,escape,2
2016,limits,2
2017,receive,2
2018,representatives,2
2019,friendship,2
2020,till,2
2021,medica,2
2022,offers,2
2023,insufficient,2
2024,megategni,2
2025,courageous,2
2026,ends,2
2027,abydos,2
2028,forming,2
2029,analogism,2
2030,universities,2
2031,deprive,2
2032,struggle,2
2033,repleted,2
2034,lesson,2
2035,light,2
2036,methods,2
2037,confirmed,2
2038,emphasized,2
2039,methodo,2
2040,grown,2
2041,barren,2
2042,chap,2
2043,lesbos,2
2044,emulate,2
2045,repeatedly,2
2046,stimulate,2
2047,camps,2
2048,deserted,2
2049,reveals,2
2050,correspondingly,2
2051,induced,2
2052,alternative,2
2053,heracleidae,2
2054,strict,2
2055,soft,2
2056,limitations,2
2057,intellect,2
2058,boeotia,2
2059,preference,2
2060,court,2
2061,unwilling,2
2062,boeotians,2
2063,assembly,2
2064,subjects,2
2065,walzer's,2
2066,listener,2
2067,absurd,2
2068,immediate,2
2069,sole,2
2070,self-sufficient,2
2071,mercenaries,2
2072,strictly,2
2073,michael,2
2074,existing,2
2075,uncritically,2
2076,pertains,2
2077,accompanies,2
2078,impression,2
2079,speculations,2
2080,phenomenon,2
2081,eight,2
2082,bibliography,2
2083,concerned,2
2084,inheritance,2
2085,serve,2
2086,steps,2
2087,forget,2
2088,infer,2
2089,toils,2
2090,advise,2
2091,akad,2
2092,falling,2
2093,immune,2
2094,impressive,2
2095,discredit,2
2096,writer,2
2097,feared,2
2098,logos,2
2099,cover,2
2100,disastrous,2
2101,global,2
2102,bases,2
2103,unnatural,2
2104,denotes,2
2105,mastered,2
2106,showed,2
2107,miletus,2
2108,inside,2
2109,five,2
2110,hermann,2
2111,conflict,2
2112,rough,2
2113,gulf,2
2114,wants,2
2115,definition,2
2116,poet,2
2117,fallacious,2
2118,theology,2
2119,desirable,2
2120,slavery,2
2121,competing,2
2122,arise,2
2123,demosthenes,2
2124,reduced,2
2125,swelling,2
2126,enjoyment,2
2127,pride,2
2128,betrayed,2
2129,galenism,2
2130,decisively,2
2131,siege,2
2132,perfect,2
2133,impediment,2
2134,graceful,2
2135,harmed,2
2136,cyzicus,2
2137,struggles,2
2138,demonstrates,2
2139,diarrhea,2
2140,dignified,2
2141,laxation,2
2142,oligarchic,2
2143,ibid,2
2144,enslave,2
2145,constructed,2
2146,cyrus,2
2147,insisted,2
2148,normally,2
2149,imbros,2
2150,corinthian,2
2151,fairly,2
2152,aggressive,2
2153,calling,2
2154,senses,2
2155,isagoge,2
2156,escaped,2
2157,nonmanifest,2
2158,hesitate,2
2159,united,2
2160,treachery,2
2161,democratic,2
2162,morale,2
2163,aegean,2
2164,thrasybulus,2
2165,bithynia,2
2166,system,2
2167,confident,2
2168,accommodate,2
2169,outcome,2
2170,movement,2
2171,spur,2
2172,unhealthy,2
2173,real,2
2174,expense,2
2175,equipped,2
2176,dogmatists,2
2177,minute,2
2178,foods,2
2179,legend,2
2180,unmixed,2
2181,using,2
2182,broke,2
2183,containing,2
2184,proofs,2
2185,c.g.,2
2186,accuse,2
2187,aristocracy,2
2188,handed,2
2189,notion,2
2190,arm,2
2191,disagreements,2
2192,disregard,2
2193,offices,2
2194,lifetime,2
2195,run,2
2196,justified,2
2197,worse,2
2198,camp,2
2199,themison,2
2200,absence,2
2201,prospects,2
2202,description,2
2203,introduce,2
2204,commotion,2
2205,imitative,2
2206,collected,2
2207,unpolitical,2
2208,amnesty,2
2209,looser,2
2210,cash,2
2211,longing,2
2212,feminine,2
2213,criticizes,2
2214,questionable,2
2215,voluminous,2
2216,navy,2
2217,obscurity,2
2218,misgivings,2
2219,described,2
2220,heartened,2
2221,sheds,2
2222,sad,2
2223,sheer,2
2224,increase,2
2225,favor,2
2226,treating,2
2227,reflected,2
2228,angry,2
2229,greatly,2
2230,victorious,2
2231,indicate,2
2232,sixty,2
2233,founded,2
2234,procedure,2
2235,practiced,2
2236,discharge,2
2237,complain,2
2238,leanings,2
2239,explained,2
2240,unfair,2
2241,empedocles,2
2242,historia,2
2243,bound,2
2244,false,2
2245,comprehensive,2
2246,advances,2
2247,deinosophists,2
2248,practitioners,2
2249,exclusively,2
2250,john,2
2251,secondly,2
2252,payments,2
2253,cicero,2
2254,punishment,2
2255,instruction,2
2256,reminding,2
2257,northern,2
2258,sailed,2
2259,expressed,2
2260,directly,2
2261,disruption,2
2262,roots,2
2263,plays,2
2264,interesting,2
2265,emulation,2
2266,thucydides',2
2267,baltimore,2
2268,coherent,2
2269,buried,2
2270,pains,2
2271,inadequate,2
2272,remaining,2
2273,lemnos,2
2274,surrendered,2
2275,sum,2
2276,unusually,2
2277,current,2
2278,managed,2
2279,orations,2
2280,unequal,2
2281,written,2
2282,fills,2
2283,records,2
2284,conflicts,2
2285,hipp,2
2286,passing,2
2287,tested,2
2288,peloponnese,2
2289,hist,2
2290,guide,2
2291,rightly,2
2292,drank,2
2293,deprived,2
2294,laborious,2
2295,provoked,2
2296,unsuccessful,2
2297,weak,2
2298,seeing,2
2299,cease,2
2300,adequate,2
2301,begun,2
2302,leaders,2
2303,describing,2
2304,patients,2
2305,acknowledged,2
2306,flee,2
2307,privately,2
2308,illustrious,2
2309,fragment,2
2310,tends,2
2311,prepare,1
2312,half,1
2313,bearable,1
2314,pretend,1
2315,belles,1
2316,stalemate,1
2317,ilberg,1
2318,warrant,1
2319,sake,1
2320,passato,1
2321,rhein,1
2322,phil.,1
2323,isopaleis,1
2324,incited,1
2325,applies,1
2326,temper,1
2327,reserved,1
2328,begetting,1
2329,object,1
2330,aphiestluli,1
2331,notable,1
2332,balanced,1
2333,hans,1
2334,venous,1
2335,opposition,1
2336,polemion,1
2337,procedures,1
2338,tarent,1
2339,attica,1
2340,subsuming,1
2341,apollonia,1
2342,neighbor,1
2343,logismos,1
2344,entering,1
2345,knack',1
2346,meridier,1
2347,piraeus,1
2348,resolve,1
2349,zealously,1
2350,amounted,1
2351,pervade,1
2352,innumerous,1
2353,persuasiveness,1
2354,oeuvres,1
2355,laugh,1
2356,fashions,1
2357,check,1
2358,extirpate,1
2359,survivors,1
2360,burnyeat,1
2361,scholars,1
2362,cic,1
2363,applied,1
2364,effecting,1
2365,cadmean,1
2366,predecessors',1
2367,anticipation,1
2368,motivi,1
2369,roof,1
2370,conducive,1
2371,approval,1
2372,uselessness,1
2373,marquardt,1
2374,pierluigi,1
2375,philo,1
2376,aenesidemus,1
2377,permit,1
2378,conventionallythought,1
2379,immortal,1
2380,loved,1
2381,manuscripts,1
2382,chills,1
2383,poets,1
2384,considering,1
2385,mempsin,1
2386,propose,1
2387,bringing,1
2388,autopsia,1
2389,save,1
2390,respectively,1
2391,top,1
2392,syndrome,1
2393,orderly,1
2394,tow,1
2395,avail,1
2396,philosopher',1
2397,additions,1
2398,reminder,1
2399,vinegar,1
2400,discouraged,1
2401,intellectual,1
2402,reclaim,1
2403,reminded,1
2404,rose,1
2405,scientifically,1
2406,markers,1
2407,cos,1
2408,pleas,1
2409,eretrian,1
2410,plead,1
2411,academic,1
2412,hated,1
2413,comparison,1
2414,lay,1
2415,differs,1
2416,revert,1
2417,successive,1
2418,conflicting,1
2419,constituted,1
2420,specialized,1
2421,technique,1
2422,renowned,1
2423,teaches,1
2424,detrimental,1
2425,aeschrion,1
2426,wounded,1
2427,resurgence,1
2428,whence,1
2429,philokaltnai,1
2430,lengths,1
2431,stable,1
2432,respond,1
2433,caught,1
2434,unmanliness,1
2435,pity,1
2436,realizable,1
2437,pact,1
2438,medications,1
2439,les,1
2440,warring,1
2441,tonsils,1
2442,theorem,1
2443,distrustful,1
2444,cut,1
2445,probably,1
2446,unfitting,1
2447,fallacies,1
2448,logica,1
2449,hackett,1
2450,reported,1
2451,creation,1
2452,authenticity,1
2453,withdrawal,1
2454,libya,1
2455,emphatically,1
2456,laboring,1
2457,unmanly,1
2458,demanded,1
2459,privileges,1
2460,ctesippus,1
2461,rescuing,1
2462,paying,1
2463,dying,1
2464,lit,1
2465,homes,1
2466,homer,1
2467,tension,1
2468,judgments,1
2469,labeled,1
2470,verbal,1
2471,surprising,1
2472,privileged,1
2473,ancestral,1
2474,opposites,1
2475,fixed,1
2476,scientist,1
2477,unobvious,1
2478,millennium,1
2479,quod,1
2480,indefinite,1
2481,leftovers,1
2482,lifting,1
2483,attends,1
2484,agnostic,1
2485,convention,1
2486,unjust,1
2487,schriftstellerei,1
2488,start,1
2489,refusal,1
2490,enlarged,1
2491,dogmatist,1
2492,advised,1
2493,manage,1
2494,versed,1
2495,philodemus,1
2496,paid,1
2497,spared,1
2498,pre-history,1
2499,verses,1
2500,exacted,1
2501,feces,1
2502,incur,1
2503,scarring,1
2504,unholy,1
2505,required,1
2506,specifically,1
2507,attain,1
2508,allotted,1
2509,medicorum,1
2510,vomiting,1
2511,ivl-,1
2512,sarton,1
2513,entreated,1
2514,pyrrhonism,1
2515,judicial,1
2516,priori,1
2517,exponents,1
2518,competence,1
2519,overstates,1
2520,gracious,1
2521,arrangement-the,1
2522,conceptual,1
2523,artemisiurn,1
2524,idleness,1
2525,fellow,1
2526,outlines,1
2527,friendly,1
2528,hygieina,1
2529,launched,1
2530,shows,1
2531,commander,1
2532,affair,1
2533,majesty,1
2534,keeps,1
2535,oligarchies,1
2536,obtain,1
2537,metrobius,1
2538,ballester,1
2539,annoint,1
2540,unseemly,1
2541,instructor,1
2542,countless,1
2543,diffidence,1
2544,shored,1
2545,mathematics,1
2546,penetrate,1
2547,serapio,1
2548,tend,1
2549,guarded,1
2550,sixteen,1
2551,editors,1
2552,inaccessibility,1
2553,subscribe,1
2554,therapy,1
2555,persuaded,1
2556,xiii,1
2557,observationists,1
2558,concentration,1
2559,gratitude,1
2560,equitably,1
2561,interfere,1
2562,lectured,1
2563,demands,1
2564,ingred,1
2565,del,1
2566,der,1
2567,des,1
2568,finds,1
2569,penetrates,1
2570,principally,1
2571,adjudicate,1
2572,accepting,1
2573,lampros,1
2574,opportunely,1
2575,bile,1
2576,cadmus,1
2577,distinctively,1
2578,unconcealed,1
2579,beitrage,1
2580,adopting,1
2581,andgalen,1
2582,relative,1
2583,constringents,1
2584,influential,1
2585,virtues,1
2586,choosing,1
2587,existed,1
2588,composition,1
2589,iv.l-,1
2590,oligarchy,1
2591,mine,1
2592,ambassadors,1
2593,emergence,1
2594,lucius,1
2595,philosophically,1
2596,harmonizing,1
2597,fears,1
2598,habit,1
2599,forgotten,1
2600,unverifiable,1
2601,possibly,1
2602,journey,1
2603,milesians,1
2604,kinship,1
2605,impiety,1
2606,exhaust,1
2607,conviction,1
2608,publicly,1
2609,delium,1
2610,misleading,1
2611,armor,1
2612,acceptance,1
2613,learnt,1
2614,varies,1
2615,vehemently,1
2616,whomever,1
2617,humours,1
2618,delacy,1
2619,becoming-as,1
2620,heavier,1
2621,title,1
2622,progenitors,1
2623,bite,1
2624,engagements,1
2625,company,1
2626,continuation,1
2627,poetry,1
2628,permission,1
2629,generalities,1
2630,expands,1
2631,concerns,1
2632,permeate,1
2633,considerations,1
2634,travels,1
2635,faction,1
2636,briefdiscussion,1
2637,reared,1
2638,attempt,1
2639,characterizes,1
2640,randall,1
2641,unmethodical,1
2642,usually,1
2643,pitch,1
2644,calamities,1
2645,dearly,1
2646,minding,1
2647,hornblower's,1
2648,printed,1
2649,warned,1
2650,messages,1
2651,sensu,1
2652,evaluate,1
2653,judgment-to,1
2654,pours,1
2655,scattered,1
2656,egyptus,1
2657,rhet,1
2658,propagandist,1
2659,inflamation,1
2660,nurse,1
2661,twenty,1
2662,intone,1
2663,testifies,1
2664,assimilate,1
2665,zealous,1
2666,competes,1
2667,warlike,1
2668,ill-founded,1
2669,comparable,1
2670,m.c.,1
2671,defending,1
2672,presiding,1
2673,nursing,1
2674,galena,1
2675,esteemed,1
2676,galeno,1
2677,insofar,1
2678,combine,1
2679,perforated,1
2680,waste,1
2681,ideal,1
2682,motivated,1
2683,brunschwig,1
2684,dry,1
2685,pressure,1
2686,lists,1
2687,bonnet,1
2688,milesian,1
2689,gottingen,1
2690,conceive,1
2691,schubring,1
2692,forward-looking,1
2693,louis,1
2694,hostilities,1
2695,spartan-led,1
2696,attempting,1
2697,barley,1
2698,constituting,1
2699,rapidly,1
2700,intensity,1
2701,fright,1
2702,animi,1
2703,nourished,1
2704,materia,1
2705,mercy,1
2706,tamper,1
2707,inform,1
2708,avowed,1
2709,wilfully,1
2710,empirica,1
2711,refutes,1
2712,eluded,1
2713,divulge,1
2714,interlocutors,1
2715,height,1
2716,well-ordered,1
2717,beaten,1
2718,misjudged,1
2719,asclepius,1
2720,balm,1
2721,labor,1
2722,vastly,1
2723,regained,1
2724,consistently,1
2725,theorizing,1
2726,fifth-century,1
2727,prolific,1
2728,worlds,1
2729,participated,1
2730,cicero's,1
2731,wiping,1
2732,association,1
2733,arete,1
2734,lond,1
2735,shares,1
2736,thrasybulus',1
2737,examined,1
2738,cuts,1
2739,childhood,1
2740,reprisals,1
2741,stay,1
2742,controlled,1
2743,repelling,1
2744,associated,1
2745,experts,1
2746,far-fetched,1
2747,rapid,1
2748,chronology,1
2749,nicole,1
2750,bare,1
2751,heracles,1
2752,synoecism,1
2753,formidable,1
2754,abound,1
2755,funeral-and,1
2756,life-and,1
2757,wont,1
2758,conquest,1
2759,secures,1
2760,sections,1
2761,assurance,1
2762,scar,1
2763,sucked,1
2764,systematical,1
2765,charmed,1
2766,secured,1
2767,thatis,1
2768,apple,1
2769,admit,1
2770,friedlander,1
2771,sicilian,1
2772,propounded,1
2773,ihrem,1
2774,recently,1
2775,hostages,1
2776,overlook,1
2777,separated,1
2778,atomism,1
2779,yields,1
2780,ithaca,1
2781,versatility,1
2782,loss,1
2783,emphasizing,1
2784,constitute,1
2785,illgratified,1
2786,naturalis,1
2787,word,1
2788,stated,1
2789,aren',1
2790,healthier,1
2791,architect,1
2792,slave,1
2793,appearances,1
2794,misfortune-these,1
2795,believes,1
2796,writing,1
2797,dorian,1
2798,europe,1
2799,academy,1
2800,nurture,1
2801,lots,1
2802,alexander,1
2803,hasty,1
2804,exists,1
2805,incarnation,1
2806,specifics,1
2807,voice,1
2808,seduced,1
2809,craft,1
2810,juxtaposition,1
2811,subdued,1
2812,spasms,1
2813,discover,1
2814,imply,1
2815,thinner,1
2816,cavity,1
2817,superfluousness,1
2818,aristotelianism,1
2819,squeezed,1
2820,appointed,1
2821,dioscurides',1
2822,aulopsia,1
2823,mus,1
2824,enmity,1
2825,methodical,1
2826,few-though,1
2827,sardis,1
2828,repaying,1
2829,grave,1
2830,acron,1
2831,inhibitives,1
2832,command,1
2833,medlar,1
2834,prevailing,1
2835,optimal,1
2836,leading,1
2837,vii,1
2838,alsobelieved,1
2839,absent,1
2840,near,1
2841,victims,1
2842,marched,1
2843,lxii.,1
2844,economy,1
2845,planning,1
2846,selection,1
2847,guess,1
2848,ensued,1
2849,prudence,1
2850,usefulness,1
2851,connotation,1
2852,boldness,1
2853,andthis,1
2854,lacedaemonians,1
2855,refute,1
2856,immoderate,1
2857,hand.,1
2858,vainly,1
2859,pathway,1
2860,samos,1
2861,republic,1
2862,straps,1
2863,couldn,1
2864,narrate,1
2865,tyrannies,1
2866,surrender,1
2867,originally,1
2868,buildings,1
2869,preeminent,1
2870,sailing,1
2871,lasting,1
2872,metaphysical,1
2873,soaking,1
2874,carinthia,1
2875,roles,1
2876,indebtedness,1
2877,enslavement,1
2878,sixty-two,1
2879,stretch,1
2880,accomplish,1
2881,von,1
2882,spirited,1
2883,intentionally,1
2884,basely,1
2885,lines,1
2886,selecting,1
2887,subsumes,1
2888,toil,1
2889,chiefly,1
2890,couldn',1
2891,noted,1
2892,levelled,1
2893,achieved,1
2894,arisen,1
2895,j.h.,1
2896,family,1
2897,swear,1
2898,physiological,1
2899,wanting,1
2900,subjugated,1
2901,intestinum,1
2902,marveled,1
2903,grievously,1
2904,overcomewhatever,1
2905,succeeding,1
2906,narrow,1
2907,educating,1
2908,wives,1
2909,thousands,1
2910,quarry,1
2911,teachers-the,1
2912,drives,1
2913,compose,1
2914,expulsion,1
2915,parola,1
2916,swell,1
2917,underplays,1
2918,ravaged,1
2919,encourage,1
2920,vacuum,1
2921,medes,1
2922,era,1
2923,amiss,1
2924,punished,1
2925,elegant,1
2926,tome,1
2927,rift,1
2928,patient's,1
2929,phocian,1
2930,hemorrhoids,1
2931,ofthe,1
2932,strongest,1
2933,six-day,1
2934,commentaries,1
2935,jars,1
2936,mores,1
2937,degradation,1
2938,autonomous,1
2939,naked,1
2940,losses,1
2941,finest,1
2942,neoclassicist,1
2943,empties,1
2944,conceptions,1
2945,deliberative,1
2946,charlatan,1
2947,well-founded,1
2948,deed-such,1
2949,articulate,1
2950,driving,1
2951,traverse,1
2952,substituted,1
2953,races,1
2954,heautous,1
2955,bestowed,1
2956,pillows,1
2957,outnumbered,1
2958,graciously,1
2959,boundary,1
2960,torn,1
2961,ignobly,1
2962,elderly,1
2963,dispelled,1
2964,influences,1
2965,commensurate,1
2966,haven,1
2967,obtains,1
2968,risks,1
2969,eleusinian,1
2970,inherited,1
2971,pro-athenian,1
2972,spurious,1
2973,developments,1
2974,dunamis,1
2975,inductive,1
2976,oddity,1
2977,maintain,1
2978,shift,1
2979,harmonization,1
2980,differently,1
2981,fully,1
2982,models,1
2983,j.s.,1
2984,deserved,1
2985,impassive,1
2986,associations,1
2987,feels,1
2988,simultaneous,1
2989,literal,1
2990,knowledgeable,1
2991,departs,1
2992,siding,1
2993,discovering,1
2994,oftentimes,1
2995,liberation,1
2996,arouse,1
2997,recovered,1
2998,embellish,1
2999,describe,1
3000,supported,1
3001,fetched,1
3002,dwelt,1
3003,greek-for,1
3004,recapture,1
3005,boast,1
3006,research,1
3007,tetralogies,1
3008,retaining,1
3009,kalas,1
3010,wounds,1
3011,town,1
3012,reconstruct,1
3013,relaxations,1
3014,medendi,1
3015,institutio,1
3016,ignorance,1
3017,embarrassing,1
3018,inflow,1
3019,designs,1
3020,fields,1
3021,involving,1
3022,migrate,1
3023,blind,1
3024,pylos,1
3025,admittedly,1
3026,vested,1
3027,hurriedly,1
3028,shied,1
3029,herophileans,1
3030,statement,1
3031,memorial,1
3032,capitulating,1
3033,news,1
3034,conquer,1
3035,possessor,1
3036,clear-cut,1
3037,colon,1
3038,attempted,1
3039,container,1
3040,counterattack,1
3041,recalls,1
3042,quickly,1
3043,hatred,1
3044,plat,1
3045,recited,1
3046,promising,1
3047,depends,1
3048,double,1
3049,instituted,1
3050,comfortably,1
3051,plac,1
3052,contention,1
3053,explicit,1
3054,invasions,1
3055,prizes,1
3056,rusten's,1
3057,inhabited,1
3058,suit,1
3059,bemerkungen,1
3060,enormously,1
3061,villainy,1
3062,direct,1
3063,piety,1
3064,tragic,1
3065,regimes-,1
3066,exiles,1
3067,friend's,1
3068,sided,1
3069,meanings,1
3070,veneration,1
3071,proceeded,1
3072,pleased,1
3073,intestines,1
3074,widows,1
3075,wondered,1
3076,athens',1
3077,didn',1
3078,galien,1
3079,wormed,1
3080,king's,1
3081,provoke,1
3082,letting,1
3083,dryden,1
3084,tangle,1
3085,orient,1
3086,borne,1
3087,strait,1
3088,voyage,1
3089,personally,1
3090,outside,1
3091,marker,1
3092,privately-motivated,1
3093,produces,1
3094,unfavorable,1
3095,topic,1
3096,raid,1
3097,weigh,1
3098,crucial,1
3099,drinks,1
3100,faith,1
3101,meyerhoff,1
3102,remark,1
3103,uber,1
3104,strive,1
3105,rearing,1
3106,didn,1
3107,selective,1
3108,synoecism-his,1
3109,regimens,1
3110,diminish,1
3111,surpass,1
3112,administrative,1
3113,visit,1
3114,fulfillment,1
3115,inhabitants,1
3116,parent,1
3117,dign,1
3118,voted,1
3119,fin,1
3120,b-,1
3121,consigning,1
3122,fit,1
3123,skins,1
3124,analyzing,1
3125,platonism,1
3126,neglect,1
3127,ac,1
3128,grow,1
3129,shrink,1
3130,posterior,1
3131,c-,1
3132,panic,1
3133,ar,1
3134,interpretation,1
3135,itnow,1
3136,plato',1
3137,empire's,1
3138,accusing,1
3139,sudden,1
3140,gluing,1
3141,hating,1
3142,charge,1
3143,backward-looking,1
3144,magna,1
3145,co,1
3146,platon,1
3147,seemly,1
3148,freely,1
3149,acquisitions,1
3150,clarify,1
3151,congenial,1
3152,arterial,1
3153,excessively,1
3154,thinness,1
3155,meaningful,1
3156,familial,1
3157,exclude,1
3158,expelled,1
3159,precedes,1
3160,en,1
3161,confrontation,1
3162,knife,1
3163,piece,1
3164,aspasia',1
3165,wiles,1
3166,garb,1
3167,carry,1
3168,necessity,1
3169,burden,1
3170,random,1
3171,isthmus,1
3172,eudemus,1
3173,confirms,1
3174,proverb,1
3175,prosperity,1
3176,reporting,1
3177,recalled,1
3178,vi.l.,1
3179,b.c.-during,1
3180,gate,1
3181,hellenic,1
3182,significantly,1
3183,withdraw,1
3184,chamber.,1
3185,placed,1
3186,public-spirited,1
3187,welfare,1
3188,hippokrates,1
3189,nurturing,1
3190,contemplate,1
3191,burnt,1
3192,burns,1
3193,encouraging,1
3194,maturity,1
3195,townsmen,1
3196,kegan,1
3197,carne,1
3198,announce,1
3199,lively,1
3200,connon,1
3201,supplement,1
3202,liddell,1
3203,viii.ss.,1
3204,continuing,1
3205,xenophon's,1
3206,perceivedto,1
3207,recovering,1
3208,unfelt,1
3209,jr,1
3210,majestic,1
3211,gibberish,1
3212,eventually,1
3213,extraordinarily,1
3214,dire,1
3215,customary,1
3216,delight,1
3217,kl,1
3218,orat,1
3219,proliferation,1
3220,knew,1
3221,ofa,1
3222,clearing,1
3223,knee,1
3224,contended,1
3225,troublesome,1
3226,seriousness,1
3227,fun,1
3228,accomplishment,1
3229,mattered,1
3230,apragmona,1
3231,edge,1
3232,limit,1
3233,dominating,1
3234,turmoil,1
3235,confronted,1
3236,flowing,1
3237,appetites,1
3238,amazon,1
3239,aristophanes',1
3240,dream,1
3241,squander,1
3242,immortality,1
3243,abundantly,1
3244,earthenware,1
3245,careful,1
3246,panic-stricken,1
3247,head,1
3248,preparations,1
3249,elders,1
3250,erysipelas,1
3251,thermopylae,1
3252,imported,1
3253,deboer,1
3254,rarefaction,1
3255,occupied,1
3256,rescue,1
3257,recover,1
3258,determine,1
3259,considerably,1
3260,cousin,1
3261,pa,1
3262,memorials,1
3263,connus,1
3264,arginusae,1
3265,greeks',1
3266,ps,1
3267,falsehood,1
3268,courtesan,1
3269,stretching,1
3270,walsh,1
3271,mytilene,1
3272,exercises,1
3273,clever,1
3274,l-in,1
3275,true-we,1
3276,recent,1
3277,aguileia,1
3278,breaking,1
3279,aphiesthai,1
3280,rd,1
3281,concepts,1
3282,wander,1
3283,singular,1
3284,madrid,1
3285,executed,1
3286,axioms,1
3287,variety,1
3288,george,1
3289,whomever's,1
3290,apart,1
3291,souls,1
3292,speculate,1
3293,heed,1
3294,flower,1
3295,dialogues,1
3296,puls,1
3297,closed,1
3298,flowed,1
3299,belknap,1
3300,remarkably,1
3301,austerely,1
3302,ruler,1
3303,trustworthiness,1
3304,ruled,1
3305,embracing,1
3306,capturing,1
3307,satisfactory,1
3308,hides,1
3309,waters,1
3310,authoritative,1
3311,usual,1
3312,v-lxii,1
3313,unencumbered,1
3314,suppose,1
3315,ve,1
3316,remarkable,1
3317,emendation,1
3318,solve,1
3319,diodes',1
3320,support,1
3321,divinely,1
3322,consoling,1
3323,changes,1
3324,expects,1
3325,deceits,1
3326,formulations,1
3327,heir,1
3328,unknowable,1
3329,emphasize,1
3330,spells,1
3331,lieu,1
3332,heaven-sent,1
3333,puzzlement,1
3334,previous,1
3335,wide,1
3336,strictly-enforced,1
3337,type,1
3338,troops,1
3339,pupil,1
3340,therapeutic,1
3341,meddler,1
3342,seized,1
3343,comp,1
3344,swearing,1
3345,comm,1
3346,d.l.,1
3347,oaths,1
3348,conclude,1
3349,profitable,1
3350,fissile,1
3351,leather,1
3352,insight,1
3353,readings,1
3354,examples,1
3355,instrumental,1
3356,cooling,1
3357,praying,1
3358,reedited,1
3359,vainglory,1
3360,surrounded,1
3361,south,1
3362,north,1
3363,neglectful,1
3364,sensibly,1
3365,capacity,1
3366,gen,1
